type,orderID,address,city_province_zip,effective_date,municipality_district,structure_type,year_built,gla,num_beds,num_baths,condition,sale_price,sale_date,distance_to_subject,distance_km,typeis_missing,orderIDis_missing,addressis_missing,city_province_zipis_missing,effective_dateis_missing,municipality_districtis_missing,structure_typeis_missing,num_bathsis_missing,conditionis_missing,sale_dateis_missing,distance_to_subjectis_missing,year_builtis_missing,glais_missing,sale_priceis_missing,distance_kmis_missing
property,4762597,2138 Balantrae Circle,"Kingston, Ontario, K7M 9H8",0,0,40,2004.0,1750.0,4.0,0:0,0,745000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,692 Truedell Rd,"Kingston, Ontario, K7M 6T2",0,0,105,2004.0,1252.0,3.0,1:1,0,465000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,692 Truedell Road,"Kingston, Ontario, K7M 6T2",0,0,108,2004.0,1259.0,3.0,0:0,0,465000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,728 Sussex Blvd,"Kingston, Ontario, K7M 5B1",0,0,34,2004.0,1300.0,3.0,2:0,0,595000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,728 Sussex Boulevard,"Kingston, Ontario, K7M 5B1",0,0,53,2004.0,1300.0,3.0,0:0,0,595000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 51 - 808 Datzell Lane,"Kingston, Ontario, K7M 7R6",0,0,23,2004.0,1100.0,3.0,0:0,0,375000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1126 Dunham St,"Kingston, Ontario, K7P 2L4",0,0,34,2004.0,2700.0,3.0,3:0,0,935000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,983 Westminster Place,"Kingston, Ontario, K7P 1R1",0,0,122,2004.0,1721.0,5.0,1:1,0,571400.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1126 Dunham Street,"Kingston, Ontario, K7P 2L4",0,0,44,2004.0,2750.0,5.0,0:0,0,935000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,4061 BATH Rd,"Kingston, Ontario, K7M 4Y6",0,0,34,75.0,1820.0,4.0,2:0,0,473030.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,4061 BATH Road,"Kingston, Ontario, K7M 4Y6",0,0,40,2004.0,1797.0,4.0,0:0,0,473030.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,661 Roosevelt Dr,"Kingston, Ontario, K7M 8T8",0,0,34,2004.0,1500.0,2.0,2:0,0,580000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,657 Barnsley Cres,"Kingston, Ontario, K7M 8X4",0,0,105,2004.0,1501.0,3.0,2:0,0,550000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,418 Conservatory Dr,"Kingston, Ontario, K7M 9C7",0,0,34,2004.0,1616.0,3.0,2:1,0,762000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,661 Roosevelt Drive,"Kingston, Ontario, K7M 8T8",0,0,49,2004.0,1750.0,2.0,0:0,0,580000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,657 Barnsley Crescent,"Kingston, Ontario, K7M 8X4",0,0,108,2004.0,1506.0,3.0,0:0,0,550000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,418 Conservatory Drive,"Kingston, Ontario, K7M 9C7",0,0,40,2004.0,1596.0,3.0,0:0,0,762000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1001 Lombardy St,"Kingston, Ontario, K7M 8M7",0,0,34,2004.0,1500.0,4.0,3:1,0,615000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,605 Truedell Rd,"Kingston, Ontario, K7M 6S7",0,0,34,40.0,1300.0,3.0,2:0,0,595000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,Unit 108 - 835 Milford Dr,"Kingston, Ontario, K7P 1A7",0,0,18,75.0,550.0,1.0,1:0,0,253750.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,771 ASHWOOD Dr,"Kingston, Ontario, K7M 6X7",0,0,21,40.0,1100.0,3.0,1:0,0,327000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,1001 Lombardy Street,"Kingston, Ontario, K7M 8M7",0,0,40,2004.0,1750.0,4.0,0:0,0,615000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,605 Truedell Road,"Kingston, Ontario, K7M 6S7",0,0,43,2004.0,1300.0,3.0,0:0,0,595000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,771 ASHWOOD Drive,"Kingston, Ontario, K7M 6X7",0,0,23,2004.0,1100.0,3.0,0:0,0,327000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 108 - 835 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,11,2004.0,550.0,2.0,0:0,0,253750.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,494 Roosevelt Dr,"Kingston, Ontario, K7M 4B1",0,0,34,40.0,1300.0,3.0,2:0,0,570000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,393 Bernice Dr,"Kingston, Ontario, K7M 5X2",0,0,34,40.0,2470.0,4.0,4:0,0,875000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,871 Crestwood Ave,"Kingston, Ontario, K7P 1S7",0,0,34,40.0,2750.0,4.0,2:0,0,725000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,494 Roosevelt Drive,"Kingston, Ontario, K7M 4B1",0,0,49,2004.0,1300.0,3.0,0:0,0,570000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,871 Crestwood Avenue,"Kingston, Ontario, K7P 1S7",0,0,40,2004.0,2750.0,4.0,0:0,0,725000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,393 Bernice Drive,"Kingston, Ontario, K7M 5X2",0,0,40,2004.0,2482.0,4.0,0:0,0,875000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,760 Grouse Cres,"Kingston, Ontario, K7P 1A2",0,0,105,40.0,1156.0,3.0,2:0,0,455000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,698 Fleet St,"Kingston, Ontario, K7M 5A5",0,0,34,2004.0,1493.0,3.0,2:0,0,500000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,912 OAKVIEW St,"Kingston, Ontario, K7M 6V6",0,0,21,2004.0,1300.0,3.0,1:0,0,331000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,698 Fleet Street,"Kingston, Ontario, K7M 5A5",0,0,43,2004.0,1504.0,3.0,0:0,0,500000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,760 Grouse Crescent,"Kingston, Ontario, K7P 1A2",0,0,112,2004.0,1119.0,4.0,0:0,0,455000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,912 OAKVIEW Street,"Kingston, Ontario, K7M 6V6",0,0,23,2004.0,1300.0,3.0,0:0,0,331000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,995 Amberdale Cres,"Kingston, Ontario, K7M 6X6",0,0,21,40.0,1100.0,3.0,2:0,0,315000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,995 Amberdale Crescent,"Kingston, Ontario, K7M 6X6",0,0,23,2004.0,1100.0,3.0,0:0,0,315000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,616 Pimlico Pl,"Kingston, Ontario, K7M 5T8",0,0,34,2004.0,1750.0,3.0,3:0,0,589000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,616 Pimlico Place,"Kingston, Ontario, K7M 5T8",0,0,53,2004.0,1750.0,4.0,0:0,0,589000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,792 Safari Dr,"Kingston, Ontario, K7M 6X9",0,0,34,40.0,1335.0,3.0,2:0,0,637000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,667 Truedell Rd,"Kingston, Ontario, K7M 6W6",0,0,34,40.0,1300.0,3.0,2:0,0,505000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,995 Waterbury Crescent,"Kingston, Ontario, K7M 8V5",0,0,113,2004.0,1750.0,4.0,0:0,0,550000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 305 - 675 Davis Drive W,"Kingston, Ontario, K7M 8L5",0,0,11,2004.0,1100.0,2.0,0:0,0,394500.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 101 - 1010 Pembridge Crescent,"Kingston, Ontario, K7P 1A3",0,0,12,2004.0,250.0,0.0,0:0,0,187000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 309 - 675 Davis Drive,"Kingston, Ontario, K7M 8L5",0,0,11,2004.0,1100.0,2.0,0:0,0,360000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,530 Canterbury Cres,"Kingston, Ontario, K7M 6X1",0,0,34,2004.0,2814.0,4.0,4:0,0,686500.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,530 Canterbury Crescent,"Kingston, Ontario, K7M 6X1",0,0,40,2004.0,2724.0,4.0,0:0,0,686500.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,490 Kirkwood Rd,"Kingston, Ontario, K7M 3X2",0,0,34,2004.0,900.0,2.0,2:0,0,529000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,829 Larchwood Cres,"Kingston, Ontario, K7P 2P8",0,0,34,40.0,1750.0,3.0,2:0,0,585000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,False,False,False,True
property,4762597,490 Kirkwood Road,"Kingston, Ontario, K7M 3X2",0,0,49,2004.0,900.0,3.0,0:0,0,529000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,829 Larchwood Crescent,"Kingston, Ontario, K7P 2P8",0,0,53,2004.0,1750.0,4.0,0:0,0,585000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1097 Craig Lane,"Kingston, Ontario, K7M 7W6",0,0,24,2004.0,1300.0,3.0,0:0,0,455000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,633 Davis Drive,"Kingston, Ontario, K7M 7Y6",0,0,108,2004.0,1300.0,3.0,0:0,0,479900.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1512 Crimson Cres,"Kingston, Ontario, K7P 0H4",0,0,0,10.0,1750.0,3.0,4:0,0,662000.0,0,0,0.9,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True
property,4762597,1512 Crimson Crescent,"Kingston, Ontario, K7P 0H4",0,0,40,2004.0,1750.0,3.0,0:0,0,662000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,842 Milford Drive,"Kingston, Ontario, K7P 1A8",0,0,110,2004.0,1273.0,4.0,0:0,0,475000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,880 Winchester Lane,"Kingston, Ontario, K7P 2S6",0,0,23,2004.0,1300.0,3.0,0:0,0,425000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,269 HOLDEN Street,"Kingston, Ontario, K7P 0L1",0,0,40,2004.0,2250.0,4.0,0:0,0,720000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,781 Downing Street,"Kingston, Ontario, K7M 5N3",0,0,54,2004.0,1750.0,4.0,0:0,0,574500.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1097 Pinewood Place,"Kingston, Ontario, K7P 1L1",0,0,43,2004.0,1300.0,3.0,0:0,0,470000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1105 Dunham Street,"Kingston, Ontario, K7P 2K2",0,0,49,2004.0,1300.0,4.0,0:0,0,640000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,355 Tanglewood Drive,"Kingston, Ontario, K7M 8T8",0,0,49,2004.0,1750.0,4.0,0:0,0,710000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,792 Clark Crescent,"Kingston, Ontario, K7M 6J4",0,0,47,2004.0,1300.0,3.0,0:0,0,425750.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True
property,4762597,871 Larchwood Crescent,"Kingston, Ontario, K7P 2P8",0,0,113,2004.0,1300.0,3.0,0:0,0,489000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True
property,4762597,Unit 307 - 835 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,9,2004.0,850.0,2.0,0:0,0,320000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1949 BATH Road,"Kingston, Ontario, K7M 4Y3",0,0,47,2004.0,1300.0,4.0,0:0,0,495000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True
property,4762597,423 Carrie Crescent,"Kingston, Ontario, K7M 5X7",0,0,44,2004.0,1300.0,4.0,0:0,0,824000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True
property,4762597,1034 Craig Lane,"Kingston, Ontario, K7M 7R8",0,0,23,2004.0,1100.0,3.0,0:0,0,400000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,782 Cedarwood Drive,"Kingston, Ontario, K7P 1M7",0,0,49,2004.0,900.0,4.0,0:0,0,515000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1070 Dillingham Street,"Kingston, Ontario, K7P 2P4",0,0,53,2004.0,1300.0,3.0,0:0,0,649900.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True
property,4762597,913 Lancaster Drive,"Kingston, Ontario, K7P 1R8",0,0,40,2004.0,1900.0,5.0,0:0,0,760000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,767 Downing Street,"Kingston, Ontario, K7M 5N1",0,0,47,2004.0,1300.0,3.0,0:0,0,561767.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 107 - 845 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,11,2004.0,550.0,1.0,0:0,0,262500.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,481 Citation Crescent,"Kingston, Ontario, K7M 8W2",0,0,40,2004.0,1750.0,4.0,0:0,0,720000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,771 Birkley Place,"Kingston, Ontario, K7M 6Y3",0,0,49,2004.0,1300.0,3.0,0:0,0,425000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1373 Fisher Crescent,"Kingston, Ontario, K7M 8T2",0,0,47,2004.0,1500.0,5.0,0:0,0,775000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 90 - 857 Datzell Lane S,"Kingston, Ontario, K7M 7P9",0,0,24,2004.0,1300.0,3.0,0:0,0,375300.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,897 Lancaster Drive,"Kingston, Ontario, K7P 1R8",0,0,53,2004.0,1750.0,4.0,0:0,0,660000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,825 Purcell Crescent,"Kingston, Ontario, K7P 1B8",0,0,44,2004.0,1300.0,4.0,0:0,0,580000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1239 Katharine Crescent,"Kingston, Ontario, K7P 2T8",0,0,40,2004.0,1750.0,4.0,0:0,0,760000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 507 - 675 Davis Drive,"Kingston, Ontario, K7M 8L5",0,0,11,2004.0,1100.0,2.0,0:0,0,330000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,Unit 206 - 835 Milford Drive,"Kingston, Ontario, K7P 1A7",0,0,11,2004.0,950.0,2.0,0:0,0,315000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,888 Clearfield Crescent,"Kingston, Ontario, K7P 1Z5",0,0,40,2004.0,1300.0,3.0,0:0,0,510000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,969 Mona Drive,"Kingston, Ontario, K7P 2J5",0,0,40,2004.0,2750.0,4.0,0:0,0,710000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,862 Kilburn Street,"Kingston, Ontario, K7M 6A9",0,0,52,2004.0,1300.0,4.0,0:0,0,630000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1220 Humberside Drive,"Kingston, Ontario, K7P 2P3",0,0,40,2004.0,2250.0,5.0,0:0,0,888500.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,700 LAIDLAW Crescent,"Kingston, Ontario, K7M 5M4",0,0,49,2004.0,1300.0,4.0,0:0,0,630000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1246 Carmil Boulevard,"Kingston, Ontario, K7M 5Z3",0,0,49,2004.0,900.0,3.0,0:0,0,590000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1511 CRIMSON Crescent,"Kingston, Ontario, K7P 0H4",0,0,40,2004.0,1300.0,3.0,0:0,0,630000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,486 Evangeline Avenue,"Kingston, Ontario, K7M 8T1",0,0,108,2004.0,1300.0,3.0,0:0,0,507900.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,834 CEDARWOOD Drive,"Kingston, Ontario, K7P 1K8",0,0,108,2004.0,1300.0,3.0,0:0,0,325000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,941 AMBLESIDE Crescent,"Kingston, Ontario, K7P 2B5",0,0,40,2004.0,1750.0,6.0,0:0,0,850000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,700 LAIDLAW Crescent,"Kingston, Ontario, K7M 5M4",0,0,49,2004.0,1300.0,4.0,0:0,0,630000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,693 Millwood Drive,"Kingston, Ontario, K7M 8Z1",0,0,112,2004.0,1750.0,2.0,0:0,0,630000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,852 Development Drive,"Kingston, Ontario, K7M 4W6",0,0,54,2004.0,2250.0,4.0,0:0,0,677500.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,1173 Bentley Terrace,"Kingston, Ontario, K7P 2M1",0,0,40,2004.0,2250.0,4.0,0:0,0,895000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,950 Oakview Avenue,"Kingston, Ontario, K7M 6W8",0,0,23,2004.0,1100.0,3.0,0:0,0,355000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
property,4762597,824 Slocan Place,"Kingston, Ontario, K7P 1B4",0,0,49,2004.0,1300.0,3.0,0:0,0,560000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,True,False,True
property,4762597,691 HIGH GATE PARK Drive,"Kingston, Ontario, K7M 5Z7",0,0,47,2004.0,1300.0,4.0,0:0,0,620000.0,0,0,0.9,False,False,False,False,True,True,False,False,True,True,True,True,False,False,True
